model;rok;cena;cena_srednia;cena_procent;przebieg;przebieg_sredni;przebieg_procent;link
Ford Focus;2006;1.3111111111111111;2.5;-47.6;191;205.94;-7.3;otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ID6GbS8s.html
Ford Focus;2014;3.066666666666667;6.11;-49.8;138;162.91;-15.3;otomoto.pl/osobowe/oferta/ford-focus-bezwypadkowy-serwisowany-zarejestrowany-fv23-ID6GBm1D.html
Ford Focus;2014;3.066666666666667;6.11;-49.8;138;162.91;-15.3;otomoto.pl/osobowe/oferta/ford-focus-bezwypadkowy-serwisowany-zarejestrowany-fv23-ID6GvARa.html
Ford Focus Turnier;2012;5.533333333333333;6.01;-7.9;92;172.43;-46.6;otomoto.pl/osobowe/oferta/ford-focus-benzyna-mozliwa-zamiana-ID6G7OM3.html
Ford Focus Turnier;2014;5.022222222222222;5.77;-13.0;100;131.25;-23.8;otomoto.pl/osobowe/oferta/ford-focus-bezwypadkowy-ID6G09hh.html
Ford Focus Turnier;2019;11.088888888888889;13.24;-16.2;118;147.0;-19.7;otomoto.pl/osobowe/oferta/ford-focus-ledy-navi-klima-tempomat-parktronic-kamera-asystent-parkowania-ID6GvSIV.html
Ford Focus Turnier;2013;4.311111111111111;6.9;-37.5;135;156.62;-13.8;otomoto.pl/osobowe/oferta/ford-focus-sprzedam-ford-focus-2013-1-0-ecoboost-sync-edition-ID6GA0bi.html
Ford Fusion;2017;12.866666666666667;13.65;-5.7;55;120.0;-54.2;otomoto.pl/osobowe/oferta/ford-fusion-podgrzewane-fotele-navi-led-hak-tempomat-klimatyzacja-bluetooth-ID6GAkZb.html
Ford Fusion;2006;1.7555555555555555;2.03;-13.5;147;180.62;-18.6;otomoto.pl/osobowe/oferta/ford-fusion-1-4-80-km-klima-super-stan-sprawdz-ID6GzN5C.html
Ford Galaxy;2011;7.533333333333333;8.12;-7.2;155;171.25;-9.5;otomoto.pl/osobowe/oferta/ford-galaxy-1-6-160-km-klimatronic-7-osobowy-stan-idealny-100-bezwypadkowy-ID6GAJbw.html
Ford KA;2014;3.5555555555555554;3.75;-5.2;81;96.22;-15.8;otomoto.pl/osobowe/oferta/ford-ka-ID6GC1Jr.html
Ford KA;2009;2.4444444444444446;2.67;-8.4;95;130.94;-27.4;otomoto.pl/osobowe/oferta/ford-ka-ford-ka-przebieg-95tys-auto-w-ciaglym-uzytku-od-osoby-prywatnej-ID6GCowA.html
Ford KA;2018;7.7555555555555555;8.51;-8.9;68;71.67;-5.1;otomoto.pl/osobowe/oferta/ford-ka-pierwszy-wlasciciel-samochod-z-salonu-forda-ID6GdjrK.html
Ford KA;2011;3.088888888888889;3.42;-9.7;81;127.79;-36.6;otomoto.pl/osobowe/oferta/ford-ka-81tys-km-grzana-szyba-i-siedzenia-ID6GCCwq.html
Ford KA;2011;3.088888888888889;3.42;-9.7;81;127.79;-36.6;otomoto.pl/osobowe/oferta/ford-ka-81tys-km-grzana-szyba-i-siedzenia-ID6GCCwq.html
Ford KA;2012;3.0;3.33;-9.9;184;196.25;-6.2;otomoto.pl/osobowe/oferta/ford-ka-100-bezwypadek-klima-z-niemiec-oplacony-ID6GAznm.html
Ford KA;2018;7.555555555555555;8.51;-11.2;54;71.67;-24.7;otomoto.pl/osobowe/oferta/ford-ka-ford-ka-ID6GqdY0.html
Ford KA;2009;2.22;2.67;-16.9;81;130.94;-38.1;otomoto.pl/osobowe/oferta/ford-ka-niski-przebieg-stan-piekny-i-zadbany-ID6GvkuF.html
Ford KA;2014;3.0;3.75;-20.0;21;96.22;-78.2;otomoto.pl/osobowe/oferta/ford-ka-bogata-wersja-przebieg-udokumentowany-ID6GDMNR.html
Ford KA;2014;3.0;3.75;-20.0;21;96.22;-78.2;otomoto.pl/osobowe/oferta/ford-ka-bogata-wersja-przebieg-udokumentowany-ID6GDMNR.html
Ford KA;2009;2.0;2.67;-25.1;98;130.94;-25.2;otomoto.pl/osobowe/oferta/ford-ka-ford-ka-1-2-trend-ID6GB1lI.html
Ford KA;2008;1.8666666666666667;2.59;-27.9;118;143.67;-17.9;otomoto.pl/osobowe/oferta/ford-ka-1-2-70km-benzyna-trend-120tys-km-oplacony-ID6GBsJZ.html
Ford KA;2011;1.7555555555555555;3.42;-48.7;108;127.79;-15.5;otomoto.pl/osobowe/oferta/ford-ka-1-2benz-2011r-auto-bez-klimatyzacji-juz-zarejestrowany-ID6GCGwM.html
Ford Kuga;2018;15.444444444444445;16.26;-5.0;98;108.26;-9.5;otomoto.pl/osobowe/oferta/ford-kuga-4x4-dach-panoramiczny-skora-aktywny-tempomat-kamera-blis-ID6GCEud.html
Ford Kuga;2016;11.555333333333333;12.26;-5.7;123;134.05;-8.2;otomoto.pl/osobowe/oferta/ford-kuga-1-5-benzyna-klimatronik-navi-bezwypadkowa-bardzo-zadbana-ID6GBiSo.html
Ford Kuga;2017;14.222000000000001;15.08;-5.7;97;108.02;-10.2;otomoto.pl/osobowe/oferta/ford-kuga-st-line-1-5-ecoboost-ksenon-kamera-ID6G3rLs.html
Ford Kuga;2019;16.422222222222224;17.46;-5.9;58;90.31;-35.8;otomoto.pl/osobowe/oferta/ford-kuga-1-5-turbo-120km-pakiet-st-ksenon-navi-58-tys-przebiegu-ID6GkyGn.html
Ford Kuga;2021;22.200000000000003;23.98;-7.4;33;52.67;-37.3;otomoto.pl/osobowe/oferta/ford-kuga-1-5-ecoboost-titanium-salon-polska-i-wlasciciel-fv23-ID6GBtN1.html
Ford Kuga;2014;9.977777777777778;10.78;-7.4;86;146.55;-41.3;otomoto.pl/osobowe/oferta/ford-kuga-idealny-stan-100-bezwypadkowy-ID6GA58U.html
Ford Kuga;2017;13.844444444444443;15.08;-8.2;13;108.02;-88.0;otomoto.pl/osobowe/oferta/ford-kuga-ford-kuga-escape-ID6GCX7k.html
Ford Kuga;2019;15.997777777777777;17.46;-8.4;64;90.31;-29.1;otomoto.pl/osobowe/oferta/ford-kuga-kamera-nawigacja-czesciowa-skora-bi-xenon-el-otwierany-bagaznik-ID6GAvdW.html
Ford Kuga;2018;14.666444444444444;16.26;-9.8;75;108.26;-30.7;otomoto.pl/osobowe/oferta/ford-kuga-tytanium-1-5ecoboost-182ps4x4-75tysprzeb-led-navi-kamera-skory-igla-ID6GBlQM.html
Ford Kuga;2018;14.644444444444446;16.26;-9.9;85;108.26;-21.5;otomoto.pl/osobowe/oferta/ford-kuga-1-5kat182ps-4x4awd-kamera-xenon-navi-ledy-skory-pdc-z-niemiec-ID6Gomp7.html
Ford Kuga;2020;18.88888888888889;21.01;-10.1;31;68.85;-55.0;otomoto.pl/osobowe/oferta/ford-kuga-1-5-ecoboost-titanium-ID6GC08T.html
Ford Kuga;2018;14.555555555555555;16.26;-10.5;88;108.26;-18.7;otomoto.pl/osobowe/oferta/ford-kuga-1-5i150psnavikolorkeyless88-000kmniemcy1wlaluidealnyserwisow-ID6GA4IY.html
Ford Kuga;2019;15.555333333333332;17.46;-10.9;47;90.31;-48.0;otomoto.pl/osobowe/oferta/ford-kuga-ford-kuga-1-5-ecoboost-bardzo-maly-przebieg-ID6GhPfz.html
Ford Kuga;2019;15.533333333333335;17.46;-11.0;81;90.31;-10.3;otomoto.pl/osobowe/oferta/ford-kuga-bezwypadkowa-gabinetowystan-81tkm-benzyna-aso-serwis-ID6GxHBq.html
Ford Kuga;2019;15.544444444444444;17.46;-11.0;67;90.31;-25.8;otomoto.pl/osobowe/oferta/ford-kuga-pierwszy-wlasciciel-stan-salonowy-ID6GDrx1.html
Ford Kuga;2017;13.31111111111111;15.08;-11.7;83;108.02;-23.2;otomoto.pl/osobowe/oferta/ford-kuga-niemcy-niski-przebieg-83tys-km-1-5b-150km-naw-xenon-led-gwarancja-12m-ID6GAATC.html
Ford Kuga;2020;18.444444444444443;21.01;-12.2;47;68.85;-31.7;otomoto.pl/osobowe/oferta/ford-kuga-1-5-ecoboost-cool-connect-ID6GCQrs.html
Ford Kuga;2013;8.666666666666666;9.93;-12.7;133;172.56;-22.9;otomoto.pl/osobowe/oferta/ford-kuga-pierwszy-wlasciciel-w-kraju-ID6GCYhb.html
Ford Kuga;2019;15.08888888888889;17.46;-13.6;77;90.31;-14.7;otomoto.pl/osobowe/oferta/ford-kuga-1-5-benzyna-z-gwarancja-producenta-aso-forda-wysokie-wyposazenie-ID6GBTkB.html
Ford Kuga;2018;13.88888888888889;16.26;-14.6;98;108.26;-9.5;otomoto.pl/osobowe/oferta/ford-kuga-gratis-pakiet-serwisowy-o-wartosci-2000-zl-ID6GDEHh.html
Ford Kuga;2017;12.866666666666667;15.08;-14.7;100;108.02;-7.4;otomoto.pl/osobowe/oferta/ford-kuga-1-5-turbo-150km-kamera-navi-aso-niemcy-ID6GzG7P.html
Ford Kuga;2017;12.866666666666667;15.08;-14.7;81;108.02;-25.0;otomoto.pl/osobowe/oferta/ford-kuga-bezwypadkowy-stan-perfekcyjny-ID6GAJ9P.html
Ford Kuga;2016;10.422222222222222;12.26;-15.0;100;134.05;-25.4;otomoto.pl/osobowe/oferta/ford-kuga-1-5-benzyna-niski-przebieg-tylko-100tys-nowy-rozrzad-ID6GqJpM.html
Ford Kuga;2023;26.644444444444446;31.65;-15.8;5;7.44;-32.8;otomoto.pl/osobowe/oferta/ford-kuga-1-5-ecoboost-salon-pl-gwarancja-ID6GAi3P.html
Ford Kuga;2015;9.088888888888889;11.54;-21.2;57;117.96;-51.7;otomoto.pl/osobowe/oferta/ford-kuga-kuga-ii-okazja-ID6GAyKa.html
Ford Kuga;2009;5.533333333333333;7.75;-28.6;184;197.6;-6.9;otomoto.pl/osobowe/oferta/ford-kuga-2-5t-4x4-benzyna-oryginalny-lakier-udokumentowany-przebieg-ID6GCnT7.html
Ford Mondeo;2013;7.088888888888889;7.46;-5.0;140;182.25;-23.2;otomoto.pl/osobowe/oferta/ford-mondeo-1-6-benz-navi-klima-podgrz-fotel-serwisowany-wersja-tytanium-ID6GACLg.html
Ford Mondeo;2015;10.444222222222223;11.03;-5.3;124;165.12;-24.9;otomoto.pl/osobowe/oferta/ford-mondeo-navigacja-tempomat-ledy-kamera-cofania-el-klapa-telefon-grzana-szyba-ID6GAqIE.html
Ford Mondeo;2009;4.333333333333333;4.65;-6.8;168;220.82;-23.9;otomoto.pl/osobowe/oferta/ford-mondeo-1-6-benzyna-125km-klimatrnik-alu-sony-oplaty-serwis-gwarancja-ID6Gh4nc.html
Ford Mondeo;2016;11.11111111111111;11.96;-7.1;109;142.84;-23.7;otomoto.pl/osobowe/oferta/ford-mondeo-1-5-ecoboost-160km-ambiente-automat-109261km-salon-polska-pelny-serwis-ID6G2JcS.html
Ford Mondeo;2015;10.155555555555557;11.03;-7.9;120;165.12;-27.3;otomoto.pl/osobowe/oferta/ford-mondeo-bezwypadkowy-salon-polska-ID6GqtDy.html
Ford Mondeo;2019;14.844444444444443;16.28;-8.8;40;103.82;-61.5;otomoto.pl/osobowe/oferta/ford-mondeo-tylko-40-tys-km-salon-pl-vat-23-ID6GvijA.html
Ford Mondeo;2005;1.8666666666666667;2.06;-9.4;218;233.75;-6.7;otomoto.pl/osobowe/oferta/ford-mondeo-zadbanyorginal-lakier-ghia-1-8i-5-drzwi-klimatronik-ID6GziNz.html
Ford Mondeo;2009;4.199999999999999;4.65;-9.7;205;220.82;-7.2;otomoto.pl/osobowe/oferta/ford-mondeo-jedyny-taki-1-wlasciciel-salon-polska-serwis-aso-ID6Gzz0l.html
Ford Mondeo;2019;14.666666666666666;16.28;-9.9;57;103.82;-45.1;otomoto.pl/osobowe/oferta/ford-mondeo-salon-pl-bezwypadkowy-kamera-super-stan-niski-przebieg-ID6Gxs74.html
Ford Mondeo;2013;6.666666666666667;7.46;-10.6;157;182.25;-13.9;otomoto.pl/osobowe/oferta/ford-mondeo-1-6-ecoboost-salon-polska-klimatronic-parktronic-ID6GBSjc.html
Ford Mondeo;2015;9.755555555555555;11.03;-11.6;149;165.12;-9.8;otomoto.pl/osobowe/oferta/ford-mondeo-ford-mondeo-1-5-ecoboost-trend-salon-polska-149-tys-km-ID6GhbPj.html
Ford Mondeo;2014;6.333333333333333;7.17;-11.7;133;191.73;-30.6;otomoto.pl/osobowe/oferta/ford-mondeo-ford-mondeo-w-dobrym-stanie-z-polskiego-salonu-idealne-dla-rodziny-ID6GwNDS.html
Ford Mondeo;2017;12.644444444444444;14.32;-11.7;83;121.2;-31.5;otomoto.pl/osobowe/oferta/ford-mondeo-ford-mondeo-1-5-ecoboost-titanium-ID6Gqj4Z.html
Ford Mondeo;2018;13.31111111111111;15.12;-12.0;76;111.45;-31.8;otomoto.pl/osobowe/oferta/ford-mondeo-1-5-benzyna-78-000-km-2018-ID6GrknM.html
Ford Mondeo;2008;3.8666666666666663;4.4;-12.1;175;219.36;-20.2;otomoto.pl/osobowe/oferta/ford-mondeo-2-0b-145km-oplacony-stan-fabryczny-ID6GAz1u.html
Ford Mondeo;2007;3.2;3.68;-13.0;204;215.08;-5.2;otomoto.pl/osobowe/oferta/ford-mondeo-1-6-zwykly-silnik-stan-b-dobry-bezwypadkowy-z-niemiec-gwarancja-12mcy-ID6GB3uO.html
Ford Mondeo;2015;9.555333333333333;11.03;-13.4;154;165.12;-6.7;otomoto.pl/osobowe/oferta/ford-mondeo-mk5-bogata-wersja-titanium-benzyna-bardzo-zadbany-prywatny-ID6Gxd1G.html
Ford Mondeo;2015;9.555555555555555;11.03;-13.4;133;165.12;-19.5;otomoto.pl/osobowe/oferta/ford-mondeo-ford-mondeo-1-5-ecoboost-160km-ambiente-plus-salon-polska-ID6GyKiN.html
Ford Mondeo;2010;4.444222222222222;5.13;-13.4;158;208.26;-24.1;otomoto.pl/osobowe/oferta/ford-mondeo-hatchback-benzyna-polskora-bezwypadkowy-zarejestrowany-w-pl-ID6GDIox.html
Ford Mondeo;2010;4.444222222222222;5.13;-13.4;158;208.26;-24.1;otomoto.pl/osobowe/oferta/ford-mondeo-hatchback-benzyna-polskora-bezwypadkowy-zarejestrowany-w-pl-ID6GDIox.html
Ford Mondeo;2016;10.344444444444443;11.96;-13.5;114;142.84;-20.2;otomoto.pl/osobowe/oferta/ford-mondeo-salon-pl-przebieg-114-tys-km-ID6Gw3cf.html
Ford Mondeo;2005;1.7555555555555555;2.06;-14.8;205;233.75;-12.3;otomoto.pl/osobowe/oferta/ford-mondeo-1-8-benzyna-ksenon-ghia-pdc-205-tys-km-sprowadzony-z-niemiec-ID6GBMz3.html
Ford Mondeo;2013;6.355555555555556;7.46;-14.8;150;182.25;-17.7;otomoto.pl/osobowe/oferta/ford-mondeo-bezwypadkowy-ID6Gpq2r.html
Ford Mondeo;2008;3.7333333333333334;4.4;-15.2;152;219.36;-30.7;otomoto.pl/osobowe/oferta/ford-mondeo-2-0-i-maly-przebieg-tylko-152-tys-km-ID6GAYx8.html
Ford Mondeo;2012;5.977777777777778;7.14;-16.3;159;199.69;-20.4;otomoto.pl/osobowe/oferta/ford-mondeo-ID6GDESQ.html
Ford Mondeo;2009;3.888888888888889;4.65;-16.4;201;220.82;-9.0;otomoto.pl/osobowe/oferta/ford-mondeo-swiezy-przeglad-techniczny-ubezpieczenie-oc-ID6GuJ2f.html
Ford Mondeo;2016;9.977777777777778;11.96;-16.6;131;142.84;-8.3;otomoto.pl/osobowe/oferta/ford-mondeo-salon-polska-bezwypadkowy-serwisowany-zadbany-ID6GCdIv.html
Ford Mondeo;2016;9.977777777777778;11.96;-16.6;131;142.84;-8.3;otomoto.pl/osobowe/oferta/ford-mondeo-salon-polska-bezwypadkowy-serwisowany-zadbany-ID6GCdIv.html
Ford Mondeo;2001;1.7333333333333334;2.08;-16.7;183;217.0;-15.7;otomoto.pl/osobowe/oferta/ford-mondeo-ford-mondeo-mk-3-hatchback-ID6Gujzi.html
Ford Mondeo;2004;1.7777777777777777;2.2;-19.2;262;290.2;-9.7;otomoto.pl/osobowe/oferta/ford-mondeo-sprzedam-ford-mondeo-mk-iii-1-8-trend-stan-bardzo-dobry-ID6Gy4zI.html
Ford Mondeo;2004;1.7777777777777777;2.2;-19.2;262;290.2;-9.7;otomoto.pl/osobowe/oferta/ford-mondeo-sprzedam-ford-mondeo-mk-iii-1-8-trend-stan-bardzo-dobry-ID6Gy4zI.html
Ford Mondeo;2008;3.5555555555555554;4.4;-19.2;170;219.36;-22.5;otomoto.pl/osobowe/oferta/ford-mondeo-bezwypadkowy-w-pelni-sprawny-ID6GpS1w.html
Ford Mondeo;2016;8.866666666666667;11.96;-25.9;90;142.84;-37.0;otomoto.pl/osobowe/oferta/ford-mondeo-ID6GBPHO.html
Ford Mondeo;2006;1.9777777777777779;2.78;-28.9;186;212.6;-12.5;otomoto.pl/osobowe/oferta/ford-mondeo-1-8benzyna-klimatronic-super-stan-swiezo-z-de-ID6GhD4u.html
Ford Mondeo;2015;7.311111111111111;11.03;-33.7;148;165.12;-10.4;otomoto.pl/osobowe/oferta/ford-mondeo-opel-corsa-e-2018-ID6GiSzV.html
Ford Mondeo;2007;2.2;3.68;-40.2;136;215.08;-36.8;otomoto.pl/osobowe/oferta/ford-mondeo-niskie-przebieg-drugi-wlasciciel-ID6GBNf9.html
Ford Mondeo;2004;1.2888888888888888;2.2;-41.4;259;290.2;-10.8;otomoto.pl/osobowe/oferta/ford-mondeo-ford-mondeo-kombi-trend-100x-x-ID6GzWsS.html
Ford Mustang;2017;26.666666666666668;31.29;-14.8;27;62.38;-56.7;otomoto.pl/osobowe/oferta/ford-mustang-ford-mustang-2-3-ecoboost-317km-od-pierwszego-wlasciciela-ID6GDOvx.html
Ford Mustang;2019;31.08888888888889;38.54;-19.3;36;51.36;-29.9;otomoto.pl/osobowe/oferta/ford-mustang-2019-ford-mustang-5-0-v8-manual-stan-idealny-ID6GBwEn.html
Ford Mustang;2017;19.77777777777778;31.29;-36.8;46;62.38;-26.3;otomoto.pl/osobowe/oferta/ford-mustang-pierwszy-wlasciciel-stan-idealny-ID6Gqh6I.html
Ford Puma;2023;22.555555555555557;23.74;-5.0;1;32.86;-97.0;otomoto.pl/osobowe/oferta/ford-puma-mega-wyprzedaz-kamera-podgrzewana-kierownica-nawigacja-ID6G4ezz.html
Ford Puma;2023;22.221999999999998;23.74;-6.4;2;32.86;-93.9;otomoto.pl/osobowe/oferta/ford-puma-hybryda-stline-disigne-125km-m6-wyprzedaz-2023-ID6FEBj0.html
Ford Puma;2023;22.200000000000003;23.74;-6.5;25;32.86;-23.9;otomoto.pl/osobowe/oferta/ford-puma-ID6GCwXW.html
Ford Puma;2023;22.200000000000003;23.74;-6.5;10;32.86;-69.6;otomoto.pl/osobowe/oferta/ford-puma-1-0-ecoboost-hybrid-125km-titanium-m6-fwd-od-reki-ID6FlcET.html
Ford Puma;2023;22.200000000000003;23.74;-6.5;3;32.86;-90.9;otomoto.pl/osobowe/oferta/ford-puma-titanium-x-1-0-ecoboost-hybrid-125km-salon-pl-ID6GvWoU.html
Ford Puma;2023;22.177777777777777;23.74;-6.6;3;32.86;-90.9;otomoto.pl/osobowe/oferta/ford-puma-168-23-titanium-x-1-0-ecoboost-125km-autoryzowany-dealer-fv23-ID6GzAkX.html
Ford Puma;2020;16.422222222222224;17.7;-7.2;41;45.58;-10.0;otomoto.pl/osobowe/oferta/ford-puma-kredyt-gwarancja-navi-ledy-kamera-asystenci-ID6GzN2B.html
Ford Puma;2023;22.0;23.74;-7.3;9;32.86;-72.6;otomoto.pl/osobowe/oferta/ford-puma-1-5benz-200km-st-performance-jak-nowa-ID6GCWGO.html
Ford Puma;2023;21.977777777777778;23.74;-7.4;10;32.86;-69.6;otomoto.pl/osobowe/oferta/ford-puma-titanium-mhybrid-specjalna-cena-bogate-wyposazanie-ID6FtDie.html
Ford Puma;2023;21.977777777777778;23.74;-7.4;10;32.86;-69.6;otomoto.pl/osobowe/oferta/ford-puma-titanium-mhybrid-super-cena-bogate-wyposazenie-ID6FoGwE.html
Ford Puma;2023;21.977777777777778;23.74;-7.4;10;32.86;-69.6;otomoto.pl/osobowe/oferta/ford-puma-hybrid-pakiet-winter-pakiet-comfort-2-17-felgi-czujniki-parkowa-ID6G1C1A.html
Ford Puma;2023;21.955555555555556;23.74;-7.5;5;32.86;-84.8;otomoto.pl/osobowe/oferta/ford-puma-2023r-1-0-ecoboost-mhev-titanium-ID6Gx8N8.html
Ford Puma;2023;21.333333333333332;23.74;-10.1;10;32.86;-69.6;otomoto.pl/osobowe/oferta/ford-puma-ford-puma-1-0-ecoboost-hybrid-125km-6mt-titanium-ID6FnfBo.html
Ford Puma;2023;21.333333333333332;23.74;-10.1;9;32.86;-72.6;otomoto.pl/osobowe/oferta/ford-puma-ford-puma-titanum-x-1-0-ecoboost-hybrid-125-km-m6-ID6GBztZ.html
Ford Puma;2023;21.311111111111114;23.74;-10.2;10;32.86;-69.6;otomoto.pl/osobowe/oferta/ford-puma-titanium-mhev-2023r-1-0-ecoboost-hybrid-125km-ID6GAaWU.html
Ford Puma;2023;21.288888888888888;23.74;-10.3;10;32.86;-69.6;otomoto.pl/osobowe/oferta/ford-puma-ford-puma-titanium-5-drzwiowy-1-0-ecoboost-hybrid-125km-manual-m6-ID6GzocG.html
Ford Puma;2023;21.110888888888887;23.74;-11.1;1;32.86;-97.0;otomoto.pl/osobowe/oferta/ford-puma-st-line-5-drzwiowy-1-0-ecoboost-hybrid-125km-manual-m6-ID6FVkP1.html
Ford Puma;2023;20.955555555555556;23.74;-11.7;1;32.86;-97.0;otomoto.pl/osobowe/oferta/ford-puma-ford-puma-titanium-ID6FR9IS.html
Ford Puma;2023;20.77777777777778;23.74;-12.5;1;32.86;-97.0;otomoto.pl/osobowe/oferta/ford-puma-puma-titanium-wyprzedaz-rocznika-ID6Go5f6.html
Ford Puma;2020;15.355555555555554;17.7;-13.2;37;45.58;-18.8;otomoto.pl/osobowe/oferta/ford-puma-125km-full-led-navi-klima-kamera-i-czujniki-parkowania-ID6GCIYV.html
Ford Puma;2022;18.11111111111111;20.98;-13.7;11;26.26;-58.1;otomoto.pl/osobowe/oferta/ford-puma-1-0-125km-automat-7bieg-gwarancja-fabryczna-atrakcyjna-wersja-ID6GDrRh.html
Ford Puma;2023;19.977777777777778;23.74;-15.8;1;32.86;-97.0;otomoto.pl/osobowe/oferta/ford-puma-wyprzedaz-w-ofercie-dla-firm-ID6FSS6d.html
Ford Puma;2023;18.91111111111111;23.74;-20.3;22;32.86;-33.0;otomoto.pl/osobowe/oferta/ford-puma-prawie-nowy-ford-puma-mhev-automat-skora-cesja-leasingu-ID6GAz3d.html
Ford Puma;2023;18.866666666666667;23.74;-20.5;18;32.86;-45.2;otomoto.pl/osobowe/oferta/ford-puma-hybryda-st-line-niski-przebieg-auto-jak-nowe-panorama-virtual-cockpit-ID6GBlxb.html
Ford Puma;2022;16.422222222222224;20.98;-21.7;12;26.26;-54.3;otomoto.pl/osobowe/oferta/ford-puma-ford-puma-999cm-125km-idealny-stan-navi-alu-niski-przebieg-titanium-ID6GAbMS.html
Ford Puma;2022;16.422222222222224;20.98;-21.7;12;26.26;-54.3;otomoto.pl/osobowe/oferta/ford-puma-ford-puma-999cm-125km-idealny-stan-navi-alu-niski-przebieg-titanium-ID6GAbMS.html
Ford S-Max;2009;5.0;5.29;-5.5;210;234.17;-10.3;otomoto.pl/osobowe/oferta/ford-s-max-2-0-benzyna-145-xenon-2x-pdc-navi-z-niemiec-okazja-ID6GuJvJ.html
Ford S-Max;2010;7.311111111111111;7.95;-8.0;163;185.58;-12.2;otomoto.pl/osobowe/oferta/ford-s-max-titanium-7osobowy-niski-przebieg-mozliwa-zamiana-ID6GBuIj.html
Ford S-Max;2011;6.666444444444444;7.64;-12.7;134;200.3;-33.1;otomoto.pl/osobowe/oferta/ford-s-max-lift-2-0-16v-145ps-czarny-ledy-grz-szyba-sony-alu-17-tylko-134tkm-ID6GxvvZ.html
Ford S-Max;2014;8.866666666666667;10.34;-14.2;147;188.67;-22.1;otomoto.pl/osobowe/oferta/ford-s-max-2-0benzyna203kmnawikameraxenonledconwerspanoramaeuro5-ID6GBNrd.html
Ford S-Max;2017;13.088888888888889;15.29;-14.4;118;136.2;-13.4;otomoto.pl/osobowe/oferta/ford-s-max-klimatronik-alu-nawigacja-pdc-jak-nowy-gwarancja-7-osobowy-ID6GAEv3.html
Ford S-Max;2006;4.111111111111111;4.81;-14.5;160;199.0;-19.6;otomoto.pl/osobowe/oferta/ford-s-max-ford-s-max-2-0-benzyna-niski-przebieg-klimatronik-stan-bdb-rolety-ID6GzF5v.html
Ford S-Max;2007;3.7775555555555553;4.44;-14.9;219;235.53;-7.0;otomoto.pl/osobowe/oferta/ford-s-max-tablet-klima-pdc-bezwypadowy-alu-gwarancja-ID6Gq18q.html
Ford S-Max;2006;4.066666666666666;4.81;-15.5;172;199.0;-13.6;otomoto.pl/osobowe/oferta/ford-s-max-ford-s-max-zadbany-niski-przebieg-ID6Gvg5V.html
Ford S-Max;2007;3.5555555555555554;4.44;-19.9;207;235.53;-12.1;otomoto.pl/osobowe/oferta/ford-s-max-2-0i-7-os-silnik-po-remoncie-klima-pt-21-05-25-ID6G3ttc.html
Ford S-Max;2013;6.555555555555555;8.71;-24.7;161;183.67;-12.3;otomoto.pl/osobowe/oferta/ford-s-max-ford-s-max-2013-161-tys-warszawa-ID6GrbrB.html
Ford Tourneo;2023;30.72222222222222;32.35;-5.0;1;5.33;-81.2;otomoto.pl/osobowe/oferta/ford-tourneo-connect-l1h1-titanium-1-5-114km-tempomat-radio-8-25-ID6GzNWQ.html
Ford Tourneo;2023;28.967777777777776;32.35;-10.5;1;5.33;-81.2;otomoto.pl/osobowe/oferta/ford-tourneo-connect-1-5-ecoboost-titanium-od-reki-ID6GoeWm.html
Ford Tourneo;2014;6.133333333333334;7.79;-21.3;108;125.6;-14.0;otomoto.pl/osobowe/oferta/ford-tourneo-courier-ford-tourneo-courier-1-0-ecoboost-2014r-ID6GkkNq.html
Ford Tourneo;2015;5.7555555555555555;10.17;-43.4;141;161.67;-12.8;otomoto.pl/osobowe/oferta/ford-tourneo-courier-zadbany-serwisowany-ID6GzCaa.html
Ford Transit;2019;6.666666666666667;7.59;-12.2;109;134.0;-18.7;otomoto.pl/osobowe/oferta/ford-transit-courier-salon-fv23-gwarancja-serwisowa-30000-netto-ID6GtSFB.html
Honda Accord;2015;12.222222222222221;12.96;-5.7;80;108.33;-26.2;otomoto.pl/osobowe/oferta/honda-accord-zarejestr-serwis-lift-80-tys-bogata-wersja-zadbany-gwarancja-ID6GAzox.html
Honda Accord;2009;6.644444444444444;7.09;-6.3;132;198.78;-33.6;otomoto.pl/osobowe/oferta/honda-accord-benzyna-alu-132-tys-km-serwis-sprowadzony-ID6GBtSw.html
Honda Accord;2000;1.4222222222222223;1.53;-7.0;120;205.75;-41.7;otomoto.pl/osobowe/oferta/honda-accord-sliczna-120-tys-przebieg-ID6Gzf6V.html
Honda Accord;2007;4.199999999999999;4.66;-9.9;219;240.44;-8.9;otomoto.pl/osobowe/oferta/honda-accord-2-0-155km-alu-klimatronic-serwis-polecam-ID6GnszO.html
Honda Accord;2013;9.666666666666666;10.77;-10.2;179;207.0;-13.5;otomoto.pl/osobowe/oferta/honda-accord-honda-accord-2-0-elegance-bezwypadkowa-ID6GAeUq.html
Honda Accord;2009;6.333333333333333;7.09;-10.7;155;198.78;-22.0;otomoto.pl/osobowe/oferta/honda-accord-honda-accord-tourer-2-0-benzyna-manual-kombi-ID6GACUq.html
Honda Accord;2006;3.755555555555555;4.33;-13.3;194;240.38;-19.3;otomoto.pl/osobowe/oferta/honda-accord-sprowadzony-bezwypadkowy-serwisowany-ID6EVhEw.html
